list,item,cond,sentence,has_question_1,question_1,has_question_2,question_2
3,P6,a,"Finanzielle Unterstützung reicht nicht! <br> Der Geflüchtete C. aus dem Irak lebt seit einem halben Jahr in Deutschland <br> und ist seit längerem unzufrieden. <br> Als Unterstützung erhält er 351 Euro pro Monat vom Staat. <br> C. empfindet dies als zu wenig und beklagt sich bei der Ausländerbehörde, <br> dass er sich von der Unterstützung keinen eigenen Fernseher kaufen kann. <br> Das Geld reiche nicht aus, um gut in Deutschland leben zu können. <br> Nach dem Bekanntwerden des Falles titelt eine regionale Zeitung: <br> „Finanzielle Unterstützung reicht Flüchtling nicht aus. <br> <b>Undankbare Geflüchtete verdienen es nicht in Deutschland aufgenommen zu werden.“</b>",y,Wie stehen Sie zu dem Titel der regionalen Zeitung im obigen Text?,y,Suggeriert der Text etwas über den Geflüchteten?
3,P7,a,"Streit im Einkaufszentrum: Eine afghanische Geflüchtete ist einen Rentner <br> vor einem Supermarkt angegangen und beleidigte ihn. <br> Der ältere Herr hatte sie zuvor gebeten, ihre laut schreienden Kinder zu beruhigen. <br> Daraufhin sei die Situation eskaliert. <br> Der empörte 68-jährige sagte später dieser Zeitung: <br> <b>„So jemand verdient es nicht, in Deutschland aufgenommen zu werden.“</b>",y,Wie stehen Sie zu der Aussage des 68-jährigen im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
3,P8,a,"Flüchtlinge erfreuen sich an Fußballliga: <br> Die Gründung einer „Bolzplatzliga“ weckt das Interesse zahlreicher Flüchtlinge. <br> M., ein junger Syrer, ist Deutschland sehr dankbar: <br> „Ich will bleiben. Deutschland ist ein gutes Land, es gibt tolle Chancen.“ <br> Sein Trainer fügt hinzu: <b>„Er ist so dankbar - ich hoffe, dass er hierbleiben darf.“</b>",y,Wie stehen Sie zu der Aussage des Trainers im obigen Text?,y,Suggeriert der Text etwas über den Flüchtling?
3,P9,a,"Ehrenamt in der Bahnhofsmission: Nach seiner Ankunft vor sechs Monaten <br> arbeitet der Geflüchtete H. ehrenamtlich in einer Bahnhofsmission. <br> Damit möchte er nach eigener Aussage den Deutschen etwas für ihre Hilfe zurückgeben. <br> Seine Kollegin ist über die Unterstützung hocherfreut und sagt einem Lokalblatt: <br> „Für uns ist H. eine riesige Bereicherung. <b>Ich finde, <br> Menschen wie H. sollten in Deutschland ein dauerhaftes Bleiberecht erhalten.“</b>",y,Wie stehen Sie zu der Aussage der Kollegin im obigen Text?,y,Suggeriert der Text etwas über den Geflüchteten?
3,P10,a,"Abgebrochene Ausbildung: Der Cateringbetrieb Müller <br> hat vergangene Woche seiner einzigen Azubine fristlos gekündigt. <br> Die syrische Asylbewerberin war seit Wochen nicht mehr zur Arbeit erschienen. <br> Die Betriebsleiterin ist enttäuscht: <br> „Eigentlich hat am Anfang alles einigermaßen funktioniert, <br> doch dann ist sie ohne Grund einfach nicht mehr aufgetaucht. <br> <b>Ich finde trotzdem, dass sie es verdient in Deutschland bleiben zu dürfen.“</b>",y,Wie stehen Sie zu der Aussage der Betriebsleiterin im obigen Text?,y,Suggeriert der Text etwas über die Asylbewerberin?
3,P11,a,Freiwillige Mithilfe: <br> Eine irakische Geflüchtete hilft bei der Herstellung von Alltagsmasken. <br> Seit dem Ausbruch der Corona-Pandemie hat sie bereits 200 Masken hergestellt. <br> Ihre Sozialarbeiterin teilt dieser Zeitung mit: <br> „Sie ist bereit etwas zurückzugeben. <b>Solche Leute sollten bleiben dürfen.“</b>,y,Wie stehen Sie zu der Aussage der Sozialarbeiterin im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
3,P12,a,"Geflüchtete als Erntehelfer: Aufgrund von fehlenden Arbeitskräften <br> sollen einige Asylbewerber als Erntehelfer eingesetzt werden. <br> Eine Arbeitserlaubnis könnte kurzfristig beantragt werden, <br> damit möglichst wenige Lebensmittel weggeschmissen werden müssen. <br> Einer der Geflüchteten hat sich jedoch nicht um eine Erlaubnis bemüht. <br> Ein Landwirt ist darüber sehr wütend: <br> „Erst nehmen wir die bei uns auf und dann rühren sie keinen Finger, <br> um sich dafür zu revanchieren. <b>So jemand hat es nicht verdient hier zu bleiben.“<b/>",y,Wie stehen Sie zu der Aussage des Landwirts im obigen Text?,y,Suggeriert der Text etwas über den Geflüchteten?
3,P13,a,"Asylgesuch: Ein geflüchteter Iraker hat in Deutschland Asyl beantragt. <br> Bereits ein großer Teil seiner Familie führt ihr Leben in Deutschland. <br> Sein großer Bruder hat eine deutsche Frau geheiratet und eine Familie gegründet. <br> Der Bruder des Asylbewerbers sagt dieser Zeitung: <br> „Im Prinzip hat er schon eine deutsche Familie. <br> <b>Eigentlich sollte er das Recht haben, hier bleiben zu dürfen.“</b>",y,Wie stehen Sie zu der Aussage des Bruders im obigen Text?,y,Suggeriert der Text etwas über den Asylbewerber?
3,P14,a,"Freude über christliche Gemeinde: <br> Die Geflüchtete A. hat in Deutschland Asyl beantragt. <br> Seitdem wartet sie in einer Flüchtlingsunterkunft bei Speyer auf eine Entscheidung. <br> Die örtliche Gemeinde ist während dieser Zeit für die gläubige Christin <br> zu einem wichtigen Anlaufpunkt geworden. Der Gemeindepfarrer sagt einer Lokalzeitung: <br> „In ihrer Heimat gibt es keine so großen Kirchen wie bei uns. <br> Das ist für sie sehr besonders. <br> <b>Als Christin sollte sie in Deutschland bleiben dürfen.""</b>",y,Wie stehen Sie zu der Aussage des Pfarrers im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
3,P15,a,"Aufregung bei Vorstellungsrunde: <br> Ein Geflüchteter aus Syrien hat bei der Begrüßung in der Flüchtlingsunterkunft <br> einer Sozialarbeiterin den Händedruck verweigert. <br> Er begründete dies mit religiösen Vorstellungen, die er aus seinem Heimatland kennt. <br> Eine regionale Tageszeitung titelt daraufhin: <br> <b>„Wer unsere Werte gegenüber Frauen nicht ehrt und achtet, <br> hat es nicht verdient in Deutschland zu bleiben!“</b>",y,Wie stehen Sie zu dem Titel der Tageszeitung im obigen Text?,y,Suggeriert der Text etwas über den Geflüchteten?
3,P16,a,"Neue Heimat Deutschland: <br> Eine irakische Frau hat bei der deutschen Botschaft in Bagdad Asyl beantragt. <br> Die zuständige Beamtin sagte in einem vertraulichen Gespräch <br> mit dieser Zeitung jedoch: „Ganz abgesehen von der rechtlichen Frage: <br> Was will sie in Deutschland? Weder hat sie dort Familie, <br> noch kennt sie unsere Kultur oder ist Christin. <b>Menschen, die uns so fremd sind, <br> haben es eigentlich nicht verdient, in Deutschland aufgenommen zu werden.""</b>",y,Wie stehen Sie zu der Aussage der Beamtin im obigen Text?,y,Suggeriert der Text etwas über die Asylbewerberin?
3,P17,a,"Geflüchteter in Not: Ein Flüchtling aus Syrien ist schwer traumatisiert <br> und bräuchte laut seiner Sozialarbeiterin unverzüglich professionelle Behandlung. <br> Die Sozialarbeiterin sagt einer lokalen Zeitung: <br> ""M. hat schwere psychische Probleme, <br> die ihn in seinem normalen Leben unheimlich einschränken. <br> Dieser Mann braucht Unterstützung. <b>Er verdient unsere Hilfe.“</b>",y,Wie stehen Sie zu der Aussage der Sozialarbeiterin im obigen Text?,y,Suggeriert der Text etwas über den Flüchtling?
3,P18,a,"Geflüchtete braucht Unterstützung: <br> Die Geflüchtete A. aus Syrien sucht Unterstützung für den Alltag. <br> Nach ihrer Flucht musste der Frau ein Bein amputiert werden, <br> sodass sie sich nur eingeschränkt versorgen kann. <br> Ihre Sozialarbeiterin lässt über diese Zeitung wissen: <br> „A. braucht Unterstützung, besonders bei Einkäufen.“ <br> Ein Nachbar möchte nicht helfen. Er sagt auf Anfrage: <br> <b>„Ich finde diese Frau hat schon genug erhalten <br> und sollte keine weitere Hilfe bekommen.“</b>",y,Wie stehen Sie zu der Aussage des Nachbarn im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
3,P19,a,"Baustellenlärm und Traumata: <br> Die Bewohner einer Flüchtlingsunterkunft beklagen sich über den Lärm einer Baustelle <br> in unmittelbarer Nähe. Ein Sozialarbeiter warnt, <br> dass die lauten Geräusche bei den Flüchtlingen Kriegstraumata hervorrufen könnten <br> und ihnen psychisch zusetzten. Ein Vorarbeiter entgegnet jedoch: <br> „Wir zahlen schon für ihre Aufnahme, mit der sie aus dem Gröbsten raus sind. <br> Es ist nicht bewiesen, dass Lärm Traumata wieder hervorruft.“ <br> Und der Bauleiter ergänzt: <b>„Noch mehr Rücksichtnahme geht echt zu weit.“</b>",y,Wie stehen Sie zu der Aussage des Bauleiters im obigen Text?,y,Suggeriert der Text etwas über die Flüchtlinge?
3,P20,a,"Schiefe Zähne begradigen: Die syrische Geflüchtete F. möchte eine Zahnspange, <br> um ihre langjährige Zahnfehlstellung zu beheben. <br> Die Kosten für den Einsatz einer Zahnspange werden allerdings nur <br> bei „unaufschiebbaren medizinischen Gründen“ erstattet, <br> die laut der Krankenkasse in diesem Fall nicht vorliegen. <br> Eine freiwillige Flüchtlingshelferin bittet nun <br> in der Nachbarschaft um Spenden für F.: <br> <b>„Sie braucht finanzielle Unterstützung, wir sollten ihr helfen.“</b>",y,Wie stehen Sie zu der Aussage der Freiwilligen im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
3,P21,a,"Moralischer Imperativ? In einer politischen Talkrunde diskutieren Lokalpolitiker <br> mit den Anwohnern einer Flüchtlingsunterkunft, die sich gerade noch im Bau befindet. <br> Einer der Politiker findet, dass allen Flüchtlingen geholfen werden sollte <br> und wehrt sich dagegen zu unterscheiden, <br> welche Flüchtlinge eher Hilfe benötigen als andere. Er sagt: <br> ""Flüchtlingen zu helfen ist ein Gebot der Mitmenschlichkeit. <br> <b>Kein Flüchtling hat mehr oder weniger Hilfe verdient als ein anderer.""</b>",y,Wie stehen Sie zu der Aussage des Politikers im obigen Text?,y,Suggeriert der Text etwas über Flüchtlinge?
3,P22,a,"Debatte über Flüchtlinge im Netz: In einer angeregten Diskussion <br> über Flüchtlingshilfe auf Facebook taucht ein Argument immer wieder auf. <br> Der User Arthur87 formuliert es wie folgt: ""Jedem Flüchtling sollte geholfen werden. <br> <b>Es ist falsch zwischen Flüchtlingen aufgrund ihrer individuellen Charakteristika <br> zu unterscheiden, Flüchtlingshilfe ist nichts, was sich erst verdient werden muss.""</b>",y,Wie stehen Sie zu der Aussage des Users im obigen Text?,y,Suggeriert der Text etwas über Flüchtlinge?
3,P23,a,"Unterschiedliche Meinungen auf Demonstration: Bei einer Demonstration <br> gegen die Errichtung einer neuen Flüchtlingsunterkunft werden sowohl Demonstranten, <br> als auch Gegendemonstranten interviewt. <br> Unter den Gegnern der Unterkunft meldet sich ein Mann ungefragt zu Wort. Er sagt: <br> ""Jeder ist seines eigenen Glückes Schmied. <br> <b>Es ist falsch, dass sich der Staat einmischt - auch bei der Flüchtlingshilfe.""</b>",y,Wie stehen Sie zu der Aussage des Demonstranten im obigen Text?,y,Suggeriert der Text etwas über Flüchtlinge?
3,P24,a,"Die Grenzen des Machbaren: In einer Debatte über die Aufnahme <br> von Geflüchteten in der Bundesrepublik lehnt es ein Diskussionsteilnehmer ab, <br> Flüchtlinge aufgrund ihrer individuellen Eigenschaften aufzunehmen. Er sagt: <br> <b>""Das Boot ist voll. Wir haben bereits zu viele Flüchtlinge, <br> wir haben einfach nicht die Mittel, noch mehr aufzunehmen!""</b>",y,Wie stehen Sie zu der Aussage des Diskussionsteilnehmers im obigen Text?,y,Suggeriert der Text etwas über Geflüchtete?
88,P1,a,"Behördenfehler: Aufgrund einer groben Unachtsamkeit der Ausländerbehörde <br> muss die syrische Geflüchtete L. Deutschland verlassen. <br> Bekannte von L. organisieren nun eine Demonstration für ihren Verbleib, <br> da sie auf die Verfehlung der Ausländerbehörde keinen Einfluss hatte. <br> <b>Auch diese Zeitung unterstützt die Forderung, dass L. bleiben darf.</b>",y,Wie stehen Sie zu der Forderung der Zeitung im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
88,P1,a,"Behördenfehler: Aufgrund einer groben Unachtsamkeit der Ausländerbehörde <br> muss die syrische Geflüchtete L. Deutschland verlassen. <br> Bekannte von L. organisieren nun eine Demonstration für ihren Verbleib, <br> da sie auf die Verfehlung der Ausländerbehörde keinen Einfluss hatte. <br> <b>Auch diese Zeitung unterstützt die Forderung, dass L. bleiben darf.</b>",y,Wie stehen Sie zu der Forderung der Zeitung im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
88,P1,a,"Behördenfehler: Aufgrund einer groben Unachtsamkeit der Ausländerbehörde <br> muss die syrische Geflüchtete L. Deutschland verlassen. <br> Bekannte von L. organisieren nun eine Demonstration für ihren Verbleib, <br> da sie auf die Verfehlung der Ausländerbehörde keinen Einfluss hatte. <br> <b>Auch diese Zeitung unterstützt die Forderung, dass L. bleiben darf.</b>",y,Wie stehen Sie zu der Forderung der Zeitung im obigen Text?,y,Suggeriert der Text etwas über die Geflüchtete?
88,P10,a,"Abgebrochene Ausbildung: Der Cateringbetrieb Müller <br> hat vergangene Woche seiner einzigen Azubine fristlos gekündigt. <br> Die syrische Asylbewerberin war seit Wochen nicht mehr zur Arbeit erschienen. <br> Die Betriebsleiterin ist enttäuscht: <br> „Eigentlich hat am Anfang alles einigermaßen funktioniert, <br> doch dann ist sie ohne Grund einfach nicht mehr aufgetaucht. <br> <b>Ich finde trotzdem, dass sie es verdient in Deutschland bleiben zu dürfen.“</b>",y,Wie stehen Sie zu der Aussage der Betriebsleiterin im obigen Text?,y,Suggeriert der Text etwas über die Asylbewerberin?
88,P10,a,"Abgebrochene Ausbildung: Der Cateringbetrieb Müller <br> hat vergangene Woche seiner einzigen Azubine fristlos gekündigt. <br> Die syrische Asylbewerberin war seit Wochen nicht mehr zur Arbeit erschienen. <br> Die Betriebsleiterin ist enttäuscht: <br> „Eigentlich hat am Anfang alles einigermaßen funktioniert, <br> doch dann ist sie ohne Grund einfach nicht mehr aufgetaucht. <br> <b>Ich finde trotzdem, dass sie es verdient in Deutschland bleiben zu dürfen.“</b>",y,Wie stehen Sie zu der Aussage der Betriebsleiterin im obigen Text?,y,Suggeriert der Text etwas über die Asylbewerberin?
88,P10,a,"Abgebrochene Ausbildung: Der Cateringbetrieb Müller <br> hat vergangene Woche seiner einzigen Azubine fristlos gekündigt. <br> Die syrische Asylbewerberin war seit Wochen nicht mehr zur Arbeit erschienen. <br> Die Betriebsleiterin ist enttäuscht: <br> „Eigentlich hat am Anfang alles einigermaßen funktioniert, <br> doch dann ist sie ohne Grund einfach nicht mehr aufgetaucht. <br> <b>Ich finde trotzdem, dass sie es verdient in Deutschland bleiben zu dürfen.“</b>",y,Wie stehen Sie zu der Aussage der Betriebsleiterin im obigen Text?,y,Suggeriert der Text etwas über die Asylbewerberin?
88,L_P12,p,"Die <b>Denkfehler</b> der Regierung in der Lockdownpolitik: <br> Der Lockdown wird verlängert, verlängert und verlängert. <br> Schuld daran ist nicht nur die Corona-Pandemie, sondern auch die Strategie der Politik.",y,Wie spricht der Autor über den Denkfehler?,y,Suggeriert der Text etwas über den Denkfehler?
88,P6,a,"Finanzielle Unterstützung reicht nicht! <br> Der Geflüchtete C. aus dem Irak lebt seit einem halben Jahr in Deutschland <br> und ist seit längerem unzufrieden. <br> Als Unterstützung erhält er 351 Euro pro Monat vom Staat. <br> C. empfindet dies als zu wenig und beklagt sich bei der Ausländerbehörde, <br> dass er sich von der Unterstützung keinen eigenen Fernseher kaufen kann. <br> Das Geld reiche nicht aus, um gut in Deutschland leben zu können. <br> Nach dem Bekanntwerden des Falles titelt eine regionale Zeitung: <br> „Finanzielle Unterstützung reicht Flüchtling nicht aus. <br> <b>Undankbare Geflüchtete verdienen es nicht in Deutschland aufgenommen zu werden.“</b>",y,Wie stehen Sie zu dem Titel der regionalen Zeitung im obigen Text?,y,Suggeriert der Text etwas über den Geflüchteten?
88,P23,a,"Unterschiedliche Meinungen auf Demonstration: Bei einer Demonstration <br> gegen die Errichtung einer neuen Flüchtlingsunterkunft werden sowohl Demonstranten, <br> als auch Gegendemonstranten interviewt. <br> Unter den Gegnern der Unterkunft meldet sich ein Mann ungefragt zu Wort. Er sagt: <br> ""Jeder ist seines eigenen Glückes Schmied. <br> <b>Es ist falsch, dass sich der Staat einmischt - auch bei der Flüchtlingshilfe.""</b>",y,Wie stehen Sie zu der Aussage des Demonstranten im obigen Text?,y,Suggeriert der Text etwas über Flüchtlinge?
